FlightNum,FlightDate,Origin_CLT_Del1,Origin_CLT_Del2,Origin_CLT_Del3,Origin_CLT_Del4,Origin_CLT_Del5,Origin_SAV_Del1,Origin_SAV_Del2,Origin_SAV_Del3,Origin_SAV_Del4,Origin_SAV_Del5,Origin_BNA_Del1,Origin_BNA_Del2,Origin_BNA_Del3,Origin_BNA_Del4,Origin_BNA_Del5
910,2012-12-29,25.00,-4.00,-5.00,16.00,-1.00,39.00,7.00,62.00,29.00,1440,90.00,18.00,17.00,5.00,14.00
2210,2012-12-30,-5.00,-6.00,4.00,41.00,-1.00,25.00,-1.00,10.00,-3.00,26.00,1.00,0.00,5.00,-6.00,15.00
1343,2012-12-30,-5.00,-6.00,4.00,41.00,-1.00,25.00,-1.00,10.00,-3.00,26.00,1.00,0.00,5.00,-6.00,15.00
1343,2012-12-31,-10.00,-2.00,1.00,-6.00,-7.00,20.00,-7.00,6.00,-4.00,61.00,6.00,1.00,3.00,0.00,-2.00
1343,2013-01-01,-3.00,-4.00,1.00,0.00,14.00,-3.00,-3.00,154.00,-4.00,72.00,6.00,7.00,22.00,27.00,56.00
2210,2013-01-02,32.00,26.00,5.00,-6.00,0.00,-4.00,15.00,146.00,17.00,49.00,9.00,-1.00,-3.00,18.00,25.00
1343,2013-01-02,32.00,26.00,5.00,-6.00,0.00,-4.00,15.00,146.00,17.00,49.00,9.00,-1.00,-3.00,18.00,25.00
910,2013-01-02,32.00,26.00,5.00,-6.00,0.00,-4.00,15.00,146.00,17.00,49.00,9.00,-1.00,-3.00,18.00,25.00
2210,2013-01-03,64.00,0.00,67.00,-4.00,-1.00,0.00,-4.00,-6.00,-5.00,0.00,48.00,41.00,-2.00,-1.00,-5.00
1810,2013-01-03,64.00,0.00,67.00,-4.00,-1.00,0.00,-4.00,-6.00,-5.00,0.00,48.00,41.00,-2.00,-1.00,-5.00
910,2013-01-03,64.00,0.00,67.00,-4.00,-1.00,0.00,-4.00,-6.00,-5.00,0.00,48.00,41.00,-2.00,-1.00,-5.00
2210,2013-01-04,-8.00,-4.00,33.00,-1.00,-9.00,4.00,-6.00,-8.00,-7.00,-4.00,3.00,12.00,25.00,43.00,-7.00
1810,2013-01-04,-8.00,-4.00,33.00,-1.00,-9.00,4.00,-6.00,-8.00,-7.00,-4.00,3.00,12.00,25.00,43.00,-7.00
910,2013-01-04,-8.00,-4.00,33.00,-1.00,-9.00,4.00,-6.00,-8.00,-7.00,-4.00,3.00,12.00,25.00,43.00,-7.00
2210,2013-01-05,-4.00,-5.00,-7.00,-8.00,-3.00,2.00,-3.00,-11.00,-7.00,27.00,-2.00,-4.00,-5.00,56.00,3.00
1810,2013-01-05,-4.00,-5.00,-7.00,-8.00,-3.00,2.00,-3.00,-11.00,-7.00,27.00,-2.00,-4.00,-5.00,56.00,3.00
2210,2013-01-06,-5.00,1.00,-1.00,-9.00,-4.00,-6.00,-5.00,-12.00,-6.00,10.00,-11.00,9.00,-5.00,-2.00,-2.00
1810,2013-01-06,-5.00,1.00,-1.00,-9.00,-4.00,-6.00,-5.00,-12.00,-6.00,10.00,-11.00,9.00,-5.00,-2.00,-2.00
910,2013-01-06,-5.00,1.00,-1.00,-9.00,-4.00,-6.00,-5.00,-12.00,-6.00,10.00,-11.00,9.00,-5.00,-2.00,-2.00
2210,2013-01-07,-2.00,-9.00,4.00,-2.00,59.00,15.00,1.00,39.00,-4.00,-4.00,32.00,5.00,-6.00,13.00,-4.00
1810,2013-01-07,-2.00,-9.00,4.00,-2.00,59.00,15.00,1.00,39.00,-4.00,-4.00,32.00,5.00,-6.00,13.00,-4.00
910,2013-01-07,-2.00,-9.00,4.00,-2.00,59.00,15.00,1.00,39.00,-4.00,-4.00,32.00,5.00,-6.00,13.00,-4.00
2210,2013-01-08,-9.00,0.00,3.00,-6.00,-5.00,5.00,-5.00,-8.00,-11.00,-8.00,-6.00,4.00,-1.00,15.00,5.00
1810,2013-01-08,-9.00,0.00,3.00,-6.00,-5.00,5.00,-5.00,-8.00,-11.00,-8.00,-6.00,4.00,-1.00,15.00,5.00
910,2013-01-08,-9.00,0.00,3.00,-6.00,-5.00,5.00,-5.00,-8.00,-11.00,-8.00,-6.00,4.00,-1.00,15.00,5.00
2210,2013-01-09,-10.00,-6.00,-2.00,-1.00,-5.00,-3.00,-3.00,-2.00,-9.00,6.00,-8.00,-1.00,-13.00,26.00,3.00
1810,2013-01-09,-10.00,-6.00,-2.00,-1.00,-5.00,-3.00,-3.00,-2.00,-9.00,6.00,-8.00,-1.00,-13.00,26.00,3.00
910,2013-01-09,-10.00,-6.00,-2.00,-1.00,-5.00,-3.00,-3.00,-2.00,-9.00,6.00,-8.00,-1.00,-13.00,26.00,3.00
2210,2013-01-10,41.00,1.00,-6.00,-6.00,-4.00,-1.00,-5.00,-10.00,0.00,-4.00,18.00,2.00,-3.00,9.00,8.00
1810,2013-01-10,41.00,1.00,-6.00,-6.00,-4.00,-1.00,-5.00,-10.00,0.00,-4.00,18.00,2.00,-3.00,9.00,8.00
910,2013-01-10,41.00,1.00,-6.00,-6.00,-4.00,-1.00,-5.00,-10.00,0.00,-4.00,18.00,2.00,-3.00,9.00,8.00
2210,2013-01-11,-1.00,0.00,71.00,-3.00,7.00,-9.00,-2.00,89.00,0.00,-2.00,127.00,-5.00,-2.00,18.00,0.00
1810,2013-01-11,-1.00,0.00,71.00,-3.00,7.00,-9.00,-2.00,89.00,0.00,-2.00,127.00,-5.00,-2.00,18.00,0.00
910,2013-01-11,-1.00,0.00,71.00,-3.00,7.00,-9.00,-2.00,89.00,0.00,-2.00,127.00,-5.00,-2.00,18.00,0.00
2210,2013-01-12,-5.00,-3.00,-1.00,65.00,-4.00,-17.00,-3.00,-7.00,0.00,-10.00,-2.00,-2.00,-2.00,16.00,-3.00
1810,2013-01-12,-5.00,-3.00,-1.00,65.00,-4.00,-17.00,-3.00,-7.00,0.00,-10.00,-2.00,-2.00,-2.00,16.00,-3.00
2210,2013-01-13,66.00,-5.00,47.00,-5.00,0.00,-1.00,-5.00,-8.00,-5.00,60.00,11.00,-1.00,11.00,-6.00,5.00
1810,2013-01-13,66.00,-5.00,47.00,-5.00,0.00,-1.00,-5.00,-8.00,-5.00,60.00,11.00,-1.00,11.00,-6.00,5.00
910,2013-01-13,66.00,-5.00,47.00,-5.00,0.00,-1.00,-5.00,-8.00,-5.00,60.00,11.00,-1.00,11.00,-6.00,5.00
2210,2013-01-14,0.00,2.00,5.00,18.00,-1.00,-4.00,-3.00,8.00,-2.00,-5.00,123.00,-3.00,-6.00,49.00,-3.00
1810,2013-01-14,0.00,2.00,5.00,18.00,-1.00,-4.00,-3.00,8.00,-2.00,-5.00,123.00,-3.00,-6.00,49.00,-3.00
910,2013-01-14,0.00,2.00,5.00,18.00,-1.00,-4.00,-3.00,8.00,-2.00,-5.00,123.00,-3.00,-6.00,49.00,-3.00
2210,2013-01-15,-7.00,-4.00,-2.00,-2.00,-2.00,-3.00,-1.00,-1.00,1440,-8.00,7.00,0.00,-4.00,0.00,0.00
1810,2013-01-15,-7.00,-4.00,-2.00,-2.00,-2.00,-3.00,-1.00,-1.00,1440,-8.00,7.00,0.00,-4.00,0.00,0.00
910,2013-01-15,-7.00,-4.00,-2.00,-2.00,-2.00,-3.00,-1.00,-1.00,1440,-8.00,7.00,0.00,-4.00,0.00,0.00
2210,2013-01-16,97.00,0.00,0.00,5.00,11.00,-12.00,17.00,18.00,46.00,-6.00,29.00,-4.00,42.00,7.00,1.00
1810,2013-01-16,97.00,0.00,0.00,5.00,11.00,-12.00,17.00,18.00,46.00,-6.00,29.00,-4.00,42.00,7.00,1.00
910,2013-01-16,97.00,0.00,0.00,5.00,11.00,-12.00,17.00,18.00,46.00,-6.00,29.00,-4.00,42.00,7.00,1.00
2210,2013-01-17,48.00,-2.00,-4.00,6.00,14.00,-4.00,0.00,-5.00,6.00,-7.00,8.00,13.00,-1.00,11.00,2.00
1810,2013-01-17,48.00,-2.00,-4.00,6.00,14.00,-4.00,0.00,-5.00,6.00,-7.00,8.00,13.00,-1.00,11.00,2.00
910,2013-01-17,48.00,-2.00,-4.00,6.00,14.00,-4.00,0.00,-5.00,6.00,-7.00,8.00,13.00,-1.00,11.00,2.00
2210,2013-01-18,-1.00,0.00,-3.00,0.00,4.00,-2.00,-4.00,6.00,-3.00,1.00,-1.00,5.00,-7.00,2.00,7.00
1810,2013-01-18,-1.00,0.00,-3.00,0.00,4.00,-2.00,-4.00,6.00,-3.00,1.00,-1.00,5.00,-7.00,2.00,7.00
910,2013-01-18,-1.00,0.00,-3.00,0.00,4.00,-2.00,-4.00,6.00,-3.00,1.00,-1.00,5.00,-7.00,2.00,7.00
2210,2013-01-19,-8.00,-2.00,-1.00,-5.00,-4.00,-5.00,-5.00,47.00,-6.00,-8.00,-3.00,-8.00,-3.00,13.00,-4.00
1810,2013-01-19,-8.00,-2.00,-1.00,-5.00,-4.00,-5.00,-5.00,47.00,-6.00,-8.00,-3.00,-8.00,-3.00,13.00,-4.00
2210,2013-01-20,-5.00,-11.00,48.00,-3.00,-2.00,-11.00,-3.00,-7.00,-2.00,-7.00,-10.00,-2.00,70.00,-3.00,3.00
1810,2013-01-20,-5.00,-11.00,48.00,-3.00,-2.00,-11.00,-3.00,-7.00,-2.00,-7.00,-10.00,-2.00,70.00,-3.00,3.00
2210,2013-01-21,-5.00,-2.00,-4.00,-2.00,-6.00,-3.00,0.00,-3.00,0.00,304.00,-9.00,8.00,-6.00,15.00,2.00
1810,2013-01-21,-5.00,-2.00,-4.00,-2.00,-6.00,-3.00,0.00,-3.00,0.00,304.00,-9.00,8.00,-6.00,15.00,2.00
910,2013-01-21,-5.00,-2.00,-4.00,-2.00,-6.00,-3.00,0.00,-3.00,0.00,304.00,-9.00,8.00,-6.00,15.00,2.00
2210,2013-01-22,-7.00,15.00,-4.00,-1.00,-5.00,102.00,0.00,45.00,-10.00,-3.00,18.00,4.00,-5.00,20.00,-1.00
1810,2013-01-22,-7.00,15.00,-4.00,-1.00,-5.00,102.00,0.00,45.00,-10.00,-3.00,18.00,4.00,-5.00,20.00,-1.00
910,2013-01-22,-7.00,15.00,-4.00,-1.00,-5.00,102.00,0.00,45.00,-10.00,-3.00,18.00,4.00,-5.00,20.00,-1.00
2210,2013-01-23,-7.00,1.00,-3.00,-2.00,1.00,-6.00,-4.00,-9.00,-9.00,-2.00,100.00,-1.00,7.00,-6.00,-5.00
1810,2013-01-23,-7.00,1.00,-3.00,-2.00,1.00,-6.00,-4.00,-9.00,-9.00,-2.00,100.00,-1.00,7.00,-6.00,-5.00
910,2013-01-23,-7.00,1.00,-3.00,-2.00,1.00,-6.00,-4.00,-9.00,-9.00,-2.00,100.00,-1.00,7.00,-6.00,-5.00
2210,2013-01-24,-2.00,32.00,-3.00,5.00,5.00,156.00,7.00,1.00,-8.00,-8.00,23.00,23.00,-4.00,50.00,4.00
1810,2013-01-24,-2.00,32.00,-3.00,5.00,5.00,156.00,7.00,1.00,-8.00,-8.00,23.00,23.00,-4.00,50.00,4.00
910,2013-01-24,-2.00,32.00,-3.00,5.00,5.00,156.00,7.00,1.00,-8.00,-8.00,23.00,23.00,-4.00,50.00,4.00
2210,2013-01-25,57.00,45.00,0.00,53.00,248.00,30.00,-5.00,38.00,-4.00,391.00,87.00,41.00,4.00,4.00,-2.00
1810,2013-01-25,57.00,45.00,0.00,53.00,248.00,30.00,-5.00,38.00,-4.00,391.00,87.00,41.00,4.00,4.00,-2.00
910,2013-01-25,57.00,45.00,0.00,53.00,248.00,30.00,-5.00,38.00,-4.00,391.00,87.00,41.00,4.00,4.00,-2.00
2210,2013-01-26,-4.00,-1.00,-7.00,-1.00,-4.00,65.00,-5.00,8.00,0.00,-5.00,-3.00,46.00,0.00,-2.00,-2.00
1810,2013-01-26,-4.00,-1.00,-7.00,-1.00,-4.00,65.00,-5.00,8.00,0.00,-5.00,-3.00,46.00,0.00,-2.00,-2.00
2210,2013-01-27,-7.00,-4.00,-10.00,-1.00,-3.00,-7.00,-4.00,-10.00,-10.00,93.00,10.00,-2.00,-1.00,-2.00,8.00
1810,2013-01-27,-7.00,-4.00,-10.00,-1.00,-3.00,-7.00,-4.00,-10.00,-10.00,93.00,10.00,-2.00,-1.00,-2.00,8.00
910,2013-01-27,-7.00,-4.00,-10.00,-1.00,-3.00,-7.00,-4.00,-10.00,-10.00,93.00,10.00,-2.00,-1.00,-2.00,8.00
2210,2013-01-28,-10.00,90.00,83.00,5.00,-3.00,227.00,1.00,-2.00,-10.00,-2.00,92.00,-8.00,-4.00,-2.00,-12.00
1810,2013-01-28,-10.00,90.00,83.00,5.00,-3.00,227.00,1.00,-2.00,-10.00,-2.00,92.00,-8.00,-4.00,-2.00,-12.00
910,2013-01-28,-10.00,90.00,83.00,5.00,-3.00,227.00,1.00,-2.00,-10.00,-2.00,92.00,-8.00,-4.00,-2.00,-12.00
2210,2013-01-29,-5.00,-7.00,11.00,-1.00,-5.00,-11.00,-3.00,-10.00,-4.00,-4.00,-1.00,-7.00,-4.00,5.00,-1.00
1810,2013-01-29,-5.00,-7.00,11.00,-1.00,-5.00,-11.00,-3.00,-10.00,-4.00,-4.00,-1.00,-7.00,-4.00,5.00,-1.00
910,2013-01-29,-5.00,-7.00,11.00,-1.00,-5.00,-11.00,-3.00,-10.00,-4.00,-4.00,-1.00,-7.00,-4.00,5.00,-1.00
2210,2013-01-30,51.00,128.00,-6.00,1.00,85.00,19.00,34.00,1.00,68.00,-1.00,105.00,-4.00,88.00,-4.00,-3.00
1810,2013-01-30,51.00,128.00,-6.00,1.00,85.00,19.00,34.00,1.00,68.00,-1.00,105.00,-4.00,88.00,-4.00,-3.00
910,2013-01-30,51.00,128.00,-6.00,1.00,85.00,19.00,34.00,1.00,68.00,-1.00,105.00,-4.00,88.00,-4.00,-3.00
2210,2013-01-31,-1.00,128.00,-2.00,-3.00,33.00,0.00,-1.00,-7.00,-7.00,-3.00,42.00,0.00,18.00,14.00,84.00
1810,2013-01-31,-1.00,128.00,-2.00,-3.00,33.00,0.00,-1.00,-7.00,-7.00,-3.00,42.00,0.00,18.00,14.00,84.00
910,2013-01-31,-1.00,128.00,-2.00,-3.00,33.00,0.00,-1.00,-7.00,-7.00,-3.00,42.00,0.00,18.00,14.00,84.00
2210,2013-02-01,58.00,-1.00,-4.00,-7.00,-3.00,14.00,-3.00,-10.00,-3.00,1.00,-4.00,16.00,-7.00,4.00,60.00
1810,2013-02-01,58.00,-1.00,-4.00,-7.00,-3.00,14.00,-3.00,-10.00,-3.00,1.00,-4.00,16.00,-7.00,4.00,60.00
910,2013-02-01,58.00,-1.00,-4.00,-7.00,-3.00,14.00,-3.00,-10.00,-3.00,1.00,-4.00,16.00,-7.00,4.00,60.00
2210,2013-02-02,-6.00,-4.00,-8.00,19.00,-3.00,158.00,39.00,135.00,-10.00,-6.00,4.00,-11.00,6.00,-3.00,4.00
1810,2013-02-02,-6.00,-4.00,-8.00,19.00,-3.00,158.00,39.00,135.00,-10.00,-6.00,4.00,-11.00,6.00,-3.00,4.00
2210,2013-02-03,-5.00,-7.00,-4.00,-6.00,-1.00,36.00,-4.00,26.00,-2.00,1.00,2.00,-3.00,53.00,-9.00,3.00
1810,2013-02-03,-5.00,-7.00,-4.00,-6.00,-1.00,36.00,-4.00,26.00,-2.00,1.00,2.00,-3.00,53.00,-9.00,3.00
910,2013-02-03,-5.00,-7.00,-4.00,-6.00,-1.00,36.00,-4.00,26.00,-2.00,1.00,2.00,-3.00,53.00,-9.00,3.00
2210,2013-02-04,-1.00,-3.00,-1.00,-3.00,-2.00,5.00,-6.00,-6.00,-10.00,61.00,57.00,42.00,17.00,-3.00,-3.00
1810,2013-02-04,-1.00,-3.00,-1.00,-3.00,-2.00,5.00,-6.00,-6.00,-10.00,61.00,57.00,42.00,17.00,-3.00,-3.00
910,2013-02-04,-1.00,-3.00,-1.00,-3.00,-2.00,5.00,-6.00,-6.00,-10.00,61.00,57.00,42.00,17.00,-3.00,-3.00
2210,2013-02-05,-6.00,19.00,-1.00,-7.00,-3.00,-15.00,-3.00,-5.00,-12.00,-1.00,7.00,-4.00,-9.00,-3.00,-5.00
1810,2013-02-05,-6.00,19.00,-1.00,-7.00,-3.00,-15.00,-3.00,-5.00,-12.00,-1.00,7.00,-4.00,-9.00,-3.00,-5.00
910,2013-02-05,-6.00,19.00,-1.00,-7.00,-3.00,-15.00,-3.00,-5.00,-12.00,-1.00,7.00,-4.00,-9.00,-3.00,-5.00
2210,2013-02-06,-3.00,-6.00,22.00,-1.00,5.00,1.00,-5.00,87.00,-5.00,-4.00,-7.00,5.00,-9.00,-3.00,-11.00
1810,2013-02-06,-3.00,-6.00,22.00,-1.00,5.00,1.00,-5.00,87.00,-5.00,-4.00,-7.00,5.00,-9.00,-3.00,-11.00
910,2013-02-06,-3.00,-6.00,22.00,-1.00,5.00,1.00,-5.00,87.00,-5.00,-4.00,-7.00,5.00,-9.00,-3.00,-11.00
2210,2013-02-07,12.00,-1.00,-7.00,0.00,0.00,6.00,-4.00,-3.00,14.00,-5.00,35.00,3.00,27.00,29.00,44.00
1810,2013-02-07,12.00,-1.00,-7.00,0.00,0.00,6.00,-4.00,-3.00,14.00,-5.00,35.00,3.00,27.00,29.00,44.00
910,2013-02-07,12.00,-1.00,-7.00,0.00,0.00,6.00,-4.00,-3.00,14.00,-5.00,35.00,3.00,27.00,29.00,44.00
2210,2013-02-08,-4.00,1440,-6.00,-5.00,-3.00,1.00,-5.00,-9.00,-6.00,1440,6.00,13.00,-4.00,-1.00,2.00
1810,2013-02-08,-4.00,1440,-6.00,-5.00,-3.00,1.00,-5.00,-9.00,-6.00,1440,6.00,13.00,-4.00,-1.00,2.00
910,2013-02-08,-4.00,1440,-6.00,-5.00,-3.00,1.00,-5.00,-9.00,-6.00,1440,6.00,13.00,-4.00,-1.00,2.00
2210,2013-02-09,-5.00,56.00,-5.00,-2.00,-4.00,-20.00,-6.00,24.00,-9.00,3.00,-1.00,-4.00,-3.00,-3.00,-5.00
1810,2013-02-09,-5.00,56.00,-5.00,-2.00,-4.00,-20.00,-6.00,24.00,-9.00,3.00,-1.00,-4.00,-3.00,-3.00,-5.00
2210,2013-02-10,0.00,-3.00,13.00,-5.00,-1.00,-4.00,-4.00,-4.00,-7.00,21.00,18.00,7.00,15.00,-7.00,16.00
1810,2013-02-10,0.00,-3.00,13.00,-5.00,-1.00,-4.00,-4.00,-4.00,-7.00,21.00,18.00,7.00,15.00,-7.00,16.00
910,2013-02-10,0.00,-3.00,13.00,-5.00,-1.00,-4.00,-4.00,-4.00,-7.00,21.00,18.00,7.00,15.00,-7.00,16.00
2210,2013-02-11,88.00,61.00,97.00,52.00,7.00,153.00,-4.00,89.00,-7.00,90.00,-2.00,2.00,12.00,-3.00,14.00
1810,2013-02-11,88.00,61.00,97.00,52.00,7.00,153.00,-4.00,89.00,-7.00,90.00,-2.00,2.00,12.00,-3.00,14.00
910,2013-02-11,88.00,61.00,97.00,52.00,7.00,153.00,-4.00,89.00,-7.00,90.00,-2.00,2.00,12.00,-3.00,14.00
2210,2013-02-12,-6.00,12.00,13.00,-6.00,10.00,0.00,-4.00,-5.00,-6.00,-7.00,-4.00,0.00,-1.00,-1.00,28.00
1810,2013-02-12,-6.00,12.00,13.00,-6.00,10.00,0.00,-4.00,-5.00,-6.00,-7.00,-4.00,0.00,-1.00,-1.00,28.00
910,2013-02-12,-6.00,12.00,13.00,-6.00,10.00,0.00,-4.00,-5.00,-6.00,-7.00,-4.00,0.00,-1.00,-1.00,28.00
2210,2013-02-13,-2.00,-6.00,-6.00,-2.00,-2.00,17.00,8.00,10.00,-5.00,-5.00,5.00,6.00,3.00,3.00,-8.00
1810,2013-02-13,-2.00,-6.00,-6.00,-2.00,-2.00,17.00,8.00,10.00,-5.00,-5.00,5.00,6.00,3.00,3.00,-8.00
910,2013-02-13,-2.00,-6.00,-6.00,-2.00,-2.00,17.00,8.00,10.00,-5.00,-5.00,5.00,6.00,3.00,3.00,-8.00
2210,2013-02-14,-7.00,-7.00,-2.00,5.00,-4.00,-2.00,-6.00,-10.00,-1.00,0.00,-3.00,0.00,-3.00,-5.00,0.00
1810,2013-02-14,-7.00,-7.00,-2.00,5.00,-4.00,-2.00,-6.00,-10.00,-1.00,0.00,-3.00,0.00,-3.00,-5.00,0.00
910,2013-02-14,-7.00,-7.00,-2.00,5.00,-4.00,-2.00,-6.00,-10.00,-1.00,0.00,-3.00,0.00,-3.00,-5.00,0.00
2210,2013-02-15,10.00,5.00,-4.00,11.00,-3.00,1.00,-2.00,-10.00,24.00,-5.00,6.00,-1.00,7.00,0.00,6.00
1810,2013-02-15,10.00,5.00,-4.00,11.00,-3.00,1.00,-2.00,-10.00,24.00,-5.00,6.00,-1.00,7.00,0.00,6.00
910,2013-02-15,10.00,5.00,-4.00,11.00,-3.00,1.00,-2.00,-10.00,24.00,-5.00,6.00,-1.00,7.00,0.00,6.00
2210,2013-02-16,0.00,-6.00,60.00,-1.00,-2.00,19.00,-3.00,5.00,86.00,-1.00,-2.00,-5.00,-2.00,80.00,-9.00
1810,2013-02-16,0.00,-6.00,60.00,-1.00,-2.00,19.00,-3.00,5.00,86.00,-1.00,-2.00,-5.00,-2.00,80.00,-9.00
2210,2013-02-17,57.00,-2.00,38.00,-3.00,44.00,-8.00,2.00,2.00,-5.00,-10.00,16.00,2.00,7.00,-1.00,-3.00
1810,2013-02-17,57.00,-2.00,38.00,-3.00,44.00,-8.00,2.00,2.00,-5.00,-10.00,16.00,2.00,7.00,-1.00,-3.00
2210,2013-02-18,6.00,16.00,-6.00,-5.00,-1.00,-2.00,-3.00,-7.00,-10.00,18.00,4.00,-1.00,-4.00,-5.00,3.00
1810,2013-02-18,6.00,16.00,-6.00,-5.00,-1.00,-2.00,-3.00,-7.00,-10.00,18.00,4.00,-1.00,-4.00,-5.00,3.00
910,2013-02-18,6.00,16.00,-6.00,-5.00,-1.00,-2.00,-3.00,-7.00,-10.00,18.00,4.00,-1.00,-4.00,-5.00,3.00
2210,2013-02-19,184.00,-5.00,-4.00,20.00,29.00,11.00,-4.00,35.00,-6.00,9.00,16.00,0.00,4.00,-1.00,-1.00
1810,2013-02-19,184.00,-5.00,-4.00,20.00,29.00,11.00,-4.00,35.00,-6.00,9.00,16.00,0.00,4.00,-1.00,-1.00
910,2013-02-19,184.00,-5.00,-4.00,20.00,29.00,11.00,-4.00,35.00,-6.00,9.00,16.00,0.00,4.00,-1.00,-1.00
2210,2013-02-20,-4.00,-3.00,-5.00,-5.00,-5.00,16.00,-5.00,-6.00,0.00,-6.00,-4.00,-1.00,-3.00,-2.00,1.00
1810,2013-02-20,-4.00,-3.00,-5.00,-5.00,-5.00,16.00,-5.00,-6.00,0.00,-6.00,-4.00,-1.00,-3.00,-2.00,1.00
910,2013-02-20,-4.00,-3.00,-5.00,-5.00,-5.00,16.00,-5.00,-6.00,0.00,-6.00,-4.00,-1.00,-3.00,-2.00,1.00
2210,2013-02-21,110.00,-1.00,-6.00,-5.00,59.00,-12.00,34.00,-3.00,5.00,209.00,4.00,1440,12.00,9.00,11.00
1810,2013-02-21,110.00,-1.00,-6.00,-5.00,59.00,-12.00,34.00,-3.00,5.00,209.00,4.00,1440,12.00,9.00,11.00
910,2013-02-21,110.00,-1.00,-6.00,-5.00,59.00,-12.00,34.00,-3.00,5.00,209.00,4.00,1440,12.00,9.00,11.00
2210,2013-02-22,53.00,-1.00,1.00,32.00,-3.00,39.00,2.00,23.00,42.00,-10.00,-3.00,0.00,10.00,0.00,53.00
1810,2013-02-22,53.00,-1.00,1.00,32.00,-3.00,39.00,2.00,23.00,42.00,-10.00,-3.00,0.00,10.00,0.00,53.00
910,2013-02-22,53.00,-1.00,1.00,32.00,-3.00,39.00,2.00,23.00,42.00,-10.00,-3.00,0.00,10.00,0.00,53.00
2210,2013-02-23,-8.00,-4.00,-7.00,-3.00,67.00,19.00,-3.00,1.00,3.00,18.00,-2.00,15.00,10.00,9.00,-5.00
1810,2013-02-23,-8.00,-4.00,-7.00,-3.00,67.00,19.00,-3.00,1.00,3.00,18.00,-2.00,15.00,10.00,9.00,-5.00
2210,2013-02-24,-12.00,5.00,-3.00,7.00,-3.00,-4.00,-2.00,6.00,-6.00,-6.00,-2.00,5.00,7.00,-5.00,1440
1810,2013-02-24,-12.00,5.00,-3.00,7.00,-3.00,-4.00,-2.00,6.00,-6.00,-6.00,-2.00,5.00,7.00,-5.00,1440
910,2013-02-24,-12.00,5.00,-3.00,7.00,-3.00,-4.00,-2.00,6.00,-6.00,-6.00,-2.00,5.00,7.00,-5.00,1440
2210,2013-02-25,11.00,-1.00,1.00,-8.00,-3.00,5.00,17.00,0.00,7.00,30.00,2.00,-2.00,-2.00,10.00,-1.00
1810,2013-02-25,11.00,-1.00,1.00,-8.00,-3.00,5.00,17.00,0.00,7.00,30.00,2.00,-2.00,-2.00,10.00,-1.00
910,2013-02-25,11.00,-1.00,1.00,-8.00,-3.00,5.00,17.00,0.00,7.00,30.00,2.00,-2.00,-2.00,10.00,-1.00
2210,2013-02-26,17.00,-5.00,3.00,10.00,-4.00,3.00,26.00,1.00,5.00,0.00,22.00,39.00,1440,11.00,-2.00
1810,2013-02-26,17.00,-5.00,3.00,10.00,-4.00,3.00,26.00,1.00,5.00,0.00,22.00,39.00,1440,11.00,-2.00
910,2013-02-26,17.00,-5.00,3.00,10.00,-4.00,3.00,26.00,1.00,5.00,0.00,22.00,39.00,1440,11.00,-2.00
2210,2013-02-27,-5.00,-2.00,37.00,-3.00,-7.00,207.00,-2.00,-4.00,1440,-5.00,3.00,2.00,0.00,263.00,50.00
1810,2013-02-27,-5.00,-2.00,37.00,-3.00,-7.00,207.00,-2.00,-4.00,1440,-5.00,3.00,2.00,0.00,263.00,50.00
910,2013-02-27,-5.00,-2.00,37.00,-3.00,-7.00,207.00,-2.00,-4.00,1440,-5.00,3.00,2.00,0.00,263.00,50.00
2210,2013-02-28,26.00,-1.00,-4.00,-7.00,1.00,-10.00,-3.00,2.00,2.00,-9.00,-1.00,1.00,10.00,1.00,1.00
1810,2013-02-28,26.00,-1.00,-4.00,-7.00,1.00,-10.00,-3.00,2.00,2.00,-9.00,-1.00,1.00,10.00,1.00,1.00
910,2013-02-28,26.00,-1.00,-4.00,-7.00,1.00,-10.00,-3.00,2.00,2.00,-9.00,-1.00,1.00,10.00,1.00,1.00
2210,2013-03-01,24.00,-5.00,-1.00,-1.00,1440,14.00,0.00,-4.00,-2.00,0.00,-1.00,-6.00,43.00,-4.00,46.00
1810,2013-03-01,24.00,-5.00,-1.00,-1.00,1440,14.00,0.00,-4.00,-2.00,0.00,-1.00,-6.00,43.00,-4.00,46.00
910,2013-03-01,24.00,-5.00,-1.00,-1.00,1440,14.00,0.00,-4.00,-2.00,0.00,-1.00,-6.00,43.00,-4.00,46.00
2210,2013-03-02,64.00,3.00,22.00,25.00,44.00,15.00,17.00,0.00,12.00,0.00,31.00,135.00,7.00,63.00,10.00
1810,2013-03-02,64.00,3.00,22.00,25.00,44.00,15.00,17.00,0.00,12.00,0.00,31.00,135.00,7.00,63.00,10.00
2210,2013-03-03,-7.00,0.00,-2.00,7.00,-1.00,-4.00,1.00,-8.00,-7.00,-4.00,-5.00,32.00,-10.00,16.00,2.00
1810,2013-03-03,-7.00,0.00,-2.00,7.00,-1.00,-4.00,1.00,-8.00,-7.00,-4.00,-5.00,32.00,-10.00,16.00,2.00
910,2013-03-03,-7.00,0.00,-2.00,7.00,-1.00,-4.00,1.00,-8.00,-7.00,-4.00,-5.00,32.00,-10.00,16.00,2.00
