FlightNum,FlightDate,Origin_Del1,Origin_Del2,Origin_Del3,Origin_Del4,Origin_Del5,Origin_Del6,Origin_Del7,Origin_Del8,Origin_Del9,Origin_Del10,Origin_Del11,Origin_Del12,Origin_Del13,Origin_Del14,Origin_Del15,Origin_Del16,Origin_Del17,Origin_Del18,Origin_Del19,Origin_Del20
1553,2016-05-16,0.00,6.00,0.00,-1.00,-3.00,22.00,-2.00,-3.00,0.00,-5.00,-3.00,0.00,1.00,-1.00,0.00,-4.00,95.00,8.00,0.00,-5.00
1810,2016-05-16,0.00,6.00,0.00,-1.00,-3.00,22.00,-2.00,-3.00,0.00,-5.00,-3.00,0.00,1.00,-1.00,0.00,-4.00,95.00,8.00,0.00,-5.00
1445,2016-05-16,0.00,6.00,0.00,-1.00,-3.00,22.00,-2.00,-3.00,0.00,-5.00,-3.00,0.00,1.00,-1.00,0.00,-4.00,95.00,8.00,0.00,-5.00
1553,2016-05-17,58.00,6.00,41.00,3.00,0.00,15.00,0.00,1.00,-1.00,0.00,13.00,1.00,1.00,-3.00,36.00,11.00,-1.00,-2.00,-3.00,33.00
1810,2016-05-17,58.00,6.00,41.00,3.00,0.00,15.00,0.00,1.00,-1.00,0.00,13.00,1.00,1.00,-3.00,36.00,11.00,-1.00,-2.00,-3.00,33.00
1445,2016-05-17,58.00,6.00,41.00,3.00,0.00,15.00,0.00,1.00,-1.00,0.00,13.00,1.00,1.00,-3.00,36.00,11.00,-1.00,-2.00,-3.00,33.00
1553,2016-05-18,0.00,1.00,20.00,1.00,76.00,8.00,0.00,13.00,-3.00,0.00,-4.00,-2.00,12.00,-1.00,-2.00,-1.00,-1.00,-4.00,10.00,-3.00
1810,2016-05-18,0.00,1.00,20.00,1.00,76.00,8.00,0.00,13.00,-3.00,0.00,-4.00,-2.00,12.00,-1.00,-2.00,-1.00,-1.00,-4.00,10.00,-3.00
1445,2016-05-18,0.00,1.00,20.00,1.00,76.00,8.00,0.00,13.00,-3.00,0.00,-4.00,-2.00,12.00,-1.00,-2.00,-1.00,-1.00,-4.00,10.00,-3.00
1553,2016-05-19,-1.00,115.00,-4.00,-1.00,11.00,4.00,12.00,50.00,53.00,1.00,6.00,1.00,0.00,12.00,2.00,0.00,-1.00,-4.00,-2.00,20.00
1810,2016-05-19,-1.00,115.00,-4.00,-1.00,11.00,4.00,12.00,50.00,53.00,1.00,6.00,1.00,0.00,12.00,2.00,0.00,-1.00,-4.00,-2.00,20.00
1445,2016-05-19,-1.00,115.00,-4.00,-1.00,11.00,4.00,12.00,50.00,53.00,1.00,6.00,1.00,0.00,12.00,2.00,0.00,-1.00,-4.00,-2.00,20.00
1553,2016-05-20,33.00,3.00,35.00,-1.00,25.00,-2.00,16.00,17.00,0.00,-1.00,0.00,0.00,-4.00,1.00,32.00,7.00,-1.00,0.00,-8.00,26.00
1810,2016-05-20,33.00,3.00,35.00,-1.00,25.00,-2.00,16.00,17.00,0.00,-1.00,0.00,0.00,-4.00,1.00,32.00,7.00,-1.00,0.00,-8.00,26.00
1445,2016-05-20,33.00,3.00,35.00,-1.00,25.00,-2.00,16.00,17.00,0.00,-1.00,0.00,0.00,-4.00,1.00,32.00,7.00,-1.00,0.00,-8.00,26.00
1445,2016-05-21,-1.00,21.00,3.00,65.00,0.00,41.00,14.00,8.00,17.00,8.00,7.00,-4.00,0.00,2.00,46.00,0.00,-2.00,20.00,-1.00,-1.00
1553,2016-05-22,0.00,0.00,39.00,8.00,7.00,-1.00,-1.00,0.00,-2.00,50.00,-5.00,-3.00,-2.00,-1.00,-4.00,-4.00,10.00,-2.00,35.00,1.00
1810,2016-05-22,0.00,0.00,39.00,8.00,7.00,-1.00,-1.00,0.00,-2.00,50.00,-5.00,-3.00,-2.00,-1.00,-4.00,-4.00,10.00,-2.00,35.00,1.00
1445,2016-05-22,0.00,0.00,39.00,8.00,7.00,-1.00,-1.00,0.00,-2.00,50.00,-5.00,-3.00,-2.00,-1.00,-4.00,-4.00,10.00,-2.00,35.00,1.00
1553,2016-05-23,6.00,2.00,7.00,0.00,-1.00,1.00,13.00,-1.00,-4.00,9.00,26.00,-4.00,-1.00,-3.00,2.00,-2.00,-2.00,2.00,-4.00,38.00
1810,2016-05-23,6.00,2.00,7.00,0.00,-1.00,1.00,13.00,-1.00,-4.00,9.00,26.00,-4.00,-1.00,-3.00,2.00,-2.00,-2.00,2.00,-4.00,38.00
1445,2016-05-23,6.00,2.00,7.00,0.00,-1.00,1.00,13.00,-1.00,-4.00,9.00,26.00,-4.00,-1.00,-3.00,2.00,-2.00,-2.00,2.00,-4.00,38.00
1553,2016-05-24,1.00,41.00,-1.00,-1.00,-3.00,-5.00,-2.00,-3.00,-4.00,5.00,-3.00,-1.00,7.00,3.00,-1.00,-3.00,96.00,-5.00,-2.00,-1.00
1810,2016-05-24,1.00,41.00,-1.00,-1.00,-3.00,-5.00,-2.00,-3.00,-4.00,5.00,-3.00,-1.00,7.00,3.00,-1.00,-3.00,96.00,-5.00,-2.00,-1.00
1445,2016-05-24,1.00,41.00,-1.00,-1.00,-3.00,-5.00,-2.00,-3.00,-4.00,5.00,-3.00,-1.00,7.00,3.00,-1.00,-3.00,96.00,-5.00,-2.00,-1.00
1553,2016-05-25,22.00,7.00,-3.00,42.00,1.00,-5.00,4.00,0.00,-1.00,-5.00,-2.00,-1.00,8.00,-3.00,-3.00,11.00,0.00,4.00,-3.00,-3.00
1810,2016-05-25,22.00,7.00,-3.00,42.00,1.00,-5.00,4.00,0.00,-1.00,-5.00,-2.00,-1.00,8.00,-3.00,-3.00,11.00,0.00,4.00,-3.00,-3.00
1445,2016-05-25,22.00,7.00,-3.00,42.00,1.00,-5.00,4.00,0.00,-1.00,-5.00,-2.00,-1.00,8.00,-3.00,-3.00,11.00,0.00,4.00,-3.00,-3.00
1553,2016-05-26,18.00,4.00,-2.00,-2.00,9.00,-1.00,9.00,-3.00,-8.00,-2.00,31.00,-1.00,6.00,47.00,0.00,-1.00,-1.00,0.00,-3.00,0.00
1810,2016-05-26,18.00,4.00,-2.00,-2.00,9.00,-1.00,9.00,-3.00,-8.00,-2.00,31.00,-1.00,6.00,47.00,0.00,-1.00,-1.00,0.00,-3.00,0.00
1445,2016-05-26,18.00,4.00,-2.00,-2.00,9.00,-1.00,9.00,-3.00,-8.00,-2.00,31.00,-1.00,6.00,47.00,0.00,-1.00,-1.00,0.00,-3.00,0.00
1553,2016-05-27,2.00,-1.00,-5.00,-2.00,266.00,-3.00,23.00,88.00,-2.00,35.00,5.00,-3.00,3.00,16.00,-1.00,8.00,17.00,2.00,-4.00,-2.00
1810,2016-05-27,2.00,-1.00,-5.00,-2.00,266.00,-3.00,23.00,88.00,-2.00,35.00,5.00,-3.00,3.00,16.00,-1.00,8.00,17.00,2.00,-4.00,-2.00
1445,2016-05-27,2.00,-1.00,-5.00,-2.00,266.00,-3.00,23.00,88.00,-2.00,35.00,5.00,-3.00,3.00,16.00,-1.00,8.00,17.00,2.00,-4.00,-2.00
1445,2016-05-28,1.00,-1.00,-1.00,-5.00,-1.00,-3.00,-2.00,-3.00,0.00,5.00,2.00,-7.00,3.00,0.00,51.00,1.00,-2.00,-4.00,6.00,7.00
1553,2016-05-29,-4.00,7.00,-3.00,8.00,0.00,-5.00,-2.00,-4.00,32.00,-6.00,-3.00,50.00,-1.00,-3.00,-3.00,-12.00,-5.00,-5.00,-2.00,0.00
1445,2016-05-29,-4.00,7.00,-3.00,8.00,0.00,-5.00,-2.00,-4.00,32.00,-6.00,-3.00,50.00,-1.00,-3.00,-3.00,-12.00,-5.00,-5.00,-2.00,0.00
1553,2016-05-30,1.00,-3.00,3.00,-4.00,4.00,-6.00,4.00,-3.00,-1.00,-1.00,-6.00,0.00,1.00,-1.00,-5.00,-2.00,24.00,-6.00,-5.00,-3.00
1810,2016-05-30,1.00,-3.00,3.00,-4.00,4.00,-6.00,4.00,-3.00,-1.00,-1.00,-6.00,0.00,1.00,-1.00,-5.00,-2.00,24.00,-6.00,-5.00,-3.00
1445,2016-05-30,1.00,-3.00,3.00,-4.00,4.00,-6.00,4.00,-3.00,-1.00,-1.00,-6.00,0.00,1.00,-1.00,-5.00,-2.00,24.00,-6.00,-5.00,-3.00
1553,2016-05-31,-1.00,14.00,-4.00,17.00,3.00,0.00,82.00,-2.00,-1.00,-2.00,0.00,-2.00,-1.00,23.00,-1.00,21.00,-2.00,-3.00,7.00,13.00
1810,2016-05-31,-1.00,14.00,-4.00,17.00,3.00,0.00,82.00,-2.00,-1.00,-2.00,0.00,-2.00,-1.00,23.00,-1.00,21.00,-2.00,-3.00,7.00,13.00
1445,2016-05-31,-1.00,14.00,-4.00,17.00,3.00,0.00,82.00,-2.00,-1.00,-2.00,0.00,-2.00,-1.00,23.00,-1.00,21.00,-2.00,-3.00,7.00,13.00
1553,2016-06-01,-1.00,11.00,0.00,0.00,-3.00,10.00,-2.00,39.00,-5.00,-4.00,7.00,-1.00,-2.00,0.00,8.00,-2.00,10.00,-1.00,-3.00,-2.00
1810,2016-06-01,-1.00,11.00,0.00,0.00,-3.00,10.00,-2.00,39.00,-5.00,-4.00,7.00,-1.00,-2.00,0.00,8.00,-2.00,10.00,-1.00,-3.00,-2.00
1445,2016-06-01,-1.00,11.00,0.00,0.00,-3.00,10.00,-2.00,39.00,-5.00,-4.00,7.00,-1.00,-2.00,0.00,8.00,-2.00,10.00,-1.00,-3.00,-2.00
1553,2016-06-02,6.00,-2.00,-5.00,0.00,112.00,2.00,-4.00,74.00,28.00,-2.00,5.00,-2.00,-3.00,-3.00,0.00,8.00,11.00,-2.00,-5.00,-1.00
1810,2016-06-02,6.00,-2.00,-5.00,0.00,112.00,2.00,-4.00,74.00,28.00,-2.00,5.00,-2.00,-3.00,-3.00,0.00,8.00,11.00,-2.00,-5.00,-1.00
1445,2016-06-02,6.00,-2.00,-5.00,0.00,112.00,2.00,-4.00,74.00,28.00,-2.00,5.00,-2.00,-3.00,-3.00,0.00,8.00,11.00,-2.00,-5.00,-1.00
1553,2016-06-03,-2.00,7.00,0.00,5.00,18.00,-1.00,6.00,-4.00,-2.00,-1.00,-1.00,-1.00,0.00,21.00,-2.00,12.00,-4.00,-1.00,-3.00,-3.00
1810,2016-06-03,-2.00,7.00,0.00,5.00,18.00,-1.00,6.00,-4.00,-2.00,-1.00,-1.00,-1.00,0.00,21.00,-2.00,12.00,-4.00,-1.00,-3.00,-3.00
1445,2016-06-03,-2.00,7.00,0.00,5.00,18.00,-1.00,6.00,-4.00,-2.00,-1.00,-1.00,-1.00,0.00,21.00,-2.00,12.00,-4.00,-1.00,-3.00,-3.00
1445,2016-06-04,7.00,-4.00,-6.00,11.00,-2.00,58.00,-1.00,-1.00,-3.00,-3.00,-1.00,-2.00,217.00,8.00,-1.00,-2.00,1.00,-2.00,-2.00,0.00
1553,2016-06-05,258.00,18.00,23.00,1.00,-2.00,0.00,-1.00,61.00,-2.00,-3.00,-1.00,92.00,69.00,42.00,-1.00,-3.00,6.00,-2.00,-2.00,-9.00
1810,2016-06-05,258.00,18.00,23.00,1.00,-2.00,0.00,-1.00,61.00,-2.00,-3.00,-1.00,92.00,69.00,42.00,-1.00,-3.00,6.00,-2.00,-2.00,-9.00
1445,2016-06-05,258.00,18.00,23.00,1.00,-2.00,0.00,-1.00,61.00,-2.00,-3.00,-1.00,92.00,69.00,42.00,-1.00,-3.00,6.00,-2.00,-2.00,-9.00
1553,2016-06-06,0.00,8.00,-4.00,1.00,6.00,-7.00,2.00,-5.00,13.00,-4.00,-3.00,-1.00,-4.00,8.00,-2.00,0.00,-5.00,-1.00,-8.00,-6.00
1810,2016-06-06,0.00,8.00,-4.00,1.00,6.00,-7.00,2.00,-5.00,13.00,-4.00,-3.00,-1.00,-4.00,8.00,-2.00,0.00,-5.00,-1.00,-8.00,-6.00
1445,2016-06-06,0.00,8.00,-4.00,1.00,6.00,-7.00,2.00,-5.00,13.00,-4.00,-3.00,-1.00,-4.00,8.00,-2.00,0.00,-5.00,-1.00,-8.00,-6.00
1553,2016-06-07,0.00,-2.00,-2.00,11.00,18.00,-2.00,-2.00,-2.00,-3.00,3.00,-1.00,-2.00,0.00,0.00,-1.00,-1.00,-2.00,-5.00,36.00,-5.00
1810,2016-06-07,0.00,-2.00,-2.00,11.00,18.00,-2.00,-2.00,-2.00,-3.00,3.00,-1.00,-2.00,0.00,0.00,-1.00,-1.00,-2.00,-5.00,36.00,-5.00
1445,2016-06-07,0.00,-2.00,-2.00,11.00,18.00,-2.00,-2.00,-2.00,-3.00,3.00,-1.00,-2.00,0.00,0.00,-1.00,-1.00,-2.00,-5.00,36.00,-5.00
1553,2016-06-08,-2.00,14.00,35.00,154.00,0.00,2.00,13.00,1.00,-3.00,48.00,68.00,0.00,-1.00,28.00,-2.00,-1.00,-1.00,-1.00,-2.00,-5.00
1810,2016-06-08,-2.00,14.00,35.00,154.00,0.00,2.00,13.00,1.00,-3.00,48.00,68.00,0.00,-1.00,28.00,-2.00,-1.00,-1.00,-1.00,-2.00,-5.00
1445,2016-06-08,-2.00,14.00,35.00,154.00,0.00,2.00,13.00,1.00,-3.00,48.00,68.00,0.00,-1.00,28.00,-2.00,-1.00,-1.00,-1.00,-2.00,-5.00
1810,2016-06-09,22.00,-1.00,-1.00,-1.00,-4.00,-1.00,-2.00,63.00,-6.00,-2.00,-5.00,-2.00,1.00,-1.00,-1.00,2.00,-2.00,0.00,-2.00,-2.00
1322,2016-06-09,22.00,-1.00,-1.00,-1.00,-4.00,-1.00,-2.00,63.00,-6.00,-2.00,-5.00,-2.00,1.00,-1.00,-1.00,2.00,-2.00,0.00,-2.00,-2.00
1810,2016-06-10,1.00,3.00,-2.00,-1.00,0.00,-4.00,78.00,1.00,8.00,-1.00,122.00,-2.00,0.00,0.00,7.00,-1.00,3.00,1.00,-4.00,80.00
1322,2016-06-10,1.00,3.00,-2.00,-1.00,0.00,-4.00,78.00,1.00,8.00,-1.00,122.00,-2.00,0.00,0.00,7.00,-1.00,3.00,1.00,-4.00,80.00
1810,2016-06-11,-5.00,-4.00,-5.00,-2.00,-2.00,-3.00,-4.00,-4.00,-2.00,22.00,-6.00,-2.00,-3.00,19.00,5.00,-2.00,-2.00,-2.00,-2.00,-2.00
1810,2016-06-12,51.00,-5.00,-2.00,-1.00,0.00,9.00,-3.00,-5.00,-5.00,176.00,67.00,-2.00,3.00,0.00,-2.00,-2.00,-2.00,-1.00,9.00,25.00
1322,2016-06-12,51.00,-5.00,-2.00,-1.00,0.00,9.00,-3.00,-5.00,-5.00,176.00,67.00,-2.00,3.00,0.00,-2.00,-2.00,-2.00,-1.00,9.00,25.00
1810,2016-06-13,13.00,24.00,-4.00,-1.00,-3.00,53.00,-2.00,-1.00,-1.00,-1.00,-3.00,0.00,-1.00,0.00,-4.00,-2.00,0.00,-1.00,-1.00,-5.00
1322,2016-06-13,13.00,24.00,-4.00,-1.00,-3.00,53.00,-2.00,-1.00,-1.00,-1.00,-3.00,0.00,-1.00,0.00,-4.00,-2.00,0.00,-1.00,-1.00,-5.00
1810,2016-06-14,70.00,74.00,109.00,86.00,93.00,72.00,69.00,72.00,75.00,96.00,74.00,76.00,83.00,73.00,75.00,98.00,77.00,76.00,62.00,85.00
1322,2016-06-14,70.00,74.00,109.00,86.00,93.00,72.00,69.00,72.00,75.00,96.00,74.00,76.00,83.00,73.00,75.00,98.00,77.00,76.00,62.00,85.00
1810,2016-06-15,192.00,-1.00,-2.00,0.00,3.00,-2.00,189.00,-1.00,9.00,26.00,3.00,29.00,70.00,1.00,-1.00,-2.00,56.00,-2.00,22.00,-2.00
1322,2016-06-15,192.00,-1.00,-2.00,0.00,3.00,-2.00,189.00,-1.00,9.00,26.00,3.00,29.00,70.00,1.00,-1.00,-2.00,56.00,-2.00,22.00,-2.00
1810,2016-06-16,74.00,0.00,5.00,0.00,-5.00,71.00,7.00,-1.00,-1.00,41.00,-2.00,-3.00,-1.00,-3.00,-1.00,18.00,1.00,-2.00,-5.00,-3.00
1322,2016-06-16,74.00,0.00,5.00,0.00,-5.00,71.00,7.00,-1.00,-1.00,41.00,-2.00,-3.00,-1.00,-3.00,-1.00,18.00,1.00,-2.00,-5.00,-3.00
1810,2016-06-17,154.00,175.00,18.00,3.00,72.00,0.00,145.00,-1.00,343.00,-3.00,207.00,119.00,-1.00,11.00,0.00,5.00,-1.00,65.00,18.00,0.00
1322,2016-06-17,154.00,175.00,18.00,3.00,72.00,0.00,145.00,-1.00,343.00,-3.00,207.00,119.00,-1.00,11.00,0.00,5.00,-1.00,65.00,18.00,0.00
1810,2016-06-18,27.00,33.00,67.00,13.00,8.00,-2.00,4.00,13.00,0.00,2.00,-4.00,3.00,0.00,-5.00,-1.00,10.00,1.00,13.00,6.00,-3.00
1810,2016-06-19,0.00,20.00,-3.00,1.00,-2.00,7.00,-4.00,22.00,-1.00,5.00,-4.00,-2.00,3.00,-2.00,1.00,2.00,14.00,-3.00,2.00,8.00
1322,2016-06-19,0.00,20.00,-3.00,1.00,-2.00,7.00,-4.00,22.00,-1.00,5.00,-4.00,-2.00,3.00,-2.00,1.00,2.00,14.00,-3.00,2.00,8.00
1810,2016-06-20,-1.00,1.00,3.00,-5.00,15.00,-2.00,-3.00,1.00,0.00,0.00,-2.00,-8.00,5.00,-3.00,-1.00,1.00,0.00,-1.00,18.00,5.00
1322,2016-06-20,-1.00,1.00,3.00,-5.00,15.00,-2.00,-3.00,1.00,0.00,0.00,-2.00,-8.00,5.00,-3.00,-1.00,1.00,0.00,-1.00,18.00,5.00
1810,2016-06-21,0.00,-3.00,85.00,-3.00,-2.00,0.00,254.00,-3.00,0.00,-3.00,-1.00,-2.00,6.00,12.00,-7.00,-2.00,40.00,0.00,0.00,-9.00
1322,2016-06-21,0.00,-3.00,85.00,-3.00,-2.00,0.00,254.00,-3.00,0.00,-3.00,-1.00,-2.00,6.00,12.00,-7.00,-2.00,40.00,0.00,0.00,-9.00
1810,2016-06-22,4.00,-4.00,-2.00,-1.00,9.00,-3.00,-4.00,7.00,10.00,-3.00,-3.00,0.00,2.00,25.00,-3.00,0.00,13.00,-1.00,0.00,14.00
1322,2016-06-22,4.00,-4.00,-2.00,-1.00,9.00,-3.00,-4.00,7.00,10.00,-3.00,-3.00,0.00,2.00,25.00,-3.00,0.00,13.00,-1.00,0.00,14.00
1810,2016-06-23,-1.00,1.00,0.00,-4.00,91.00,70.00,124.00,0.00,-4.00,-2.00,-5.00,-1.00,7.00,0.00,-2.00,-6.00,-3.00,-1.00,14.00,0.00
1322,2016-06-23,-1.00,1.00,0.00,-4.00,91.00,70.00,124.00,0.00,-4.00,-2.00,-5.00,-1.00,7.00,0.00,-2.00,-6.00,-3.00,-1.00,14.00,0.00
1810,2016-06-24,0.00,-1.00,26.00,-1.00,-1.00,-1.00,-4.00,0.00,0.00,0.00,75.00,11.00,9.00,2.00,-4.00,-2.00,21.00,3.00,9.00,41.00
1322,2016-06-24,0.00,-1.00,26.00,-1.00,-1.00,-1.00,-4.00,0.00,0.00,0.00,75.00,11.00,9.00,2.00,-4.00,-2.00,21.00,3.00,9.00,41.00
1810,2016-06-25,0.00,-4.00,8.00,-1.00,5.00,1.00,-6.00,32.00,-3.00,-5.00,-5.00,-5.00,41.00,8.00,-2.00,0.00,-5.00,-6.00,10.00,-1.00
1810,2016-06-26,38.00,40.00,32.00,71.00,-4.00,212.00,-2.00,-3.00,71.00,-1.00,-4.00,2.00,56.00,-5.00,2.00,60.00,15.00,-5.00,-2.00,-1.00
1322,2016-06-26,38.00,40.00,32.00,71.00,-4.00,212.00,-2.00,-3.00,71.00,-1.00,-4.00,2.00,56.00,-5.00,2.00,60.00,15.00,-5.00,-2.00,-1.00
1810,2016-06-27,0.00,6.00,0.00,-1.00,13.00,0.00,-2.00,85.00,-1.00,0.00,0.00,0.00,2.00,-2.00,-3.00,1.00,5.00,-4.00,13.00,-2.00
1322,2016-06-27,0.00,6.00,0.00,-1.00,13.00,0.00,-2.00,85.00,-1.00,0.00,0.00,0.00,2.00,-2.00,-3.00,1.00,5.00,-4.00,13.00,-2.00
1810,2016-06-28,2.00,140.00,-1.00,-5.00,-4.00,13.00,-5.00,1.00,-6.00,329.00,-2.00,-4.00,-1.00,0.00,0.00,13.00,-1.00,0.00,5.00,-1.00
1322,2016-06-28,2.00,140.00,-1.00,-5.00,-4.00,13.00,-5.00,1.00,-6.00,329.00,-2.00,-4.00,-1.00,0.00,0.00,13.00,-1.00,0.00,5.00,-1.00
1810,2016-06-29,0.00,45.00,0.00,-1.00,5.00,2.00,60.00,0.00,5.00,4.00,-4.00,-2.00,-3.00,0.00,20.00,-1.00,-3.00,11.00,17.00,4.00
1322,2016-06-29,0.00,45.00,0.00,-1.00,5.00,2.00,60.00,0.00,5.00,4.00,-4.00,-2.00,-3.00,0.00,20.00,-1.00,-3.00,11.00,17.00,4.00
1810,2016-06-30,6.00,-1.00,2.00,3.00,18.00,2.00,12.00,29.00,-1.00,13.00,55.00,-2.00,5.00,-4.00,-2.00,1.00,0.00,9.00,0.00,7.00
1322,2016-06-30,6.00,-1.00,2.00,3.00,18.00,2.00,12.00,29.00,-1.00,13.00,55.00,-2.00,5.00,-4.00,-2.00,1.00,0.00,9.00,0.00,7.00
1553,2016-07-01,5.00,-2.00,-5.00,-2.00,10.00,1440,-2.00,-5.00,-2.00,-1.00,34.00,0.00,-5.00,80.00,-5.00,26.00,89.00,-2.00,-2.00,9.00
1810,2016-07-01,5.00,-2.00,-5.00,-2.00,10.00,1440,-2.00,-5.00,-2.00,-1.00,34.00,0.00,-5.00,80.00,-5.00,26.00,89.00,-2.00,-2.00,9.00
1445,2016-07-01,5.00,-2.00,-5.00,-2.00,10.00,1440,-2.00,-5.00,-2.00,-1.00,34.00,0.00,-5.00,80.00,-5.00,26.00,89.00,-2.00,-2.00,9.00
1553,2016-07-02,4.00,0.00,49.00,3.00,-1.00,42.00,4.00,-1.00,0.00,-3.00,-3.00,21.00,-2.00,-3.00,-4.00,18.00,-1.00,-3.00,2.00,0.00
1810,2016-07-02,4.00,0.00,49.00,3.00,-1.00,42.00,4.00,-1.00,0.00,-3.00,-3.00,21.00,-2.00,-3.00,-4.00,18.00,-1.00,-3.00,2.00,0.00
1553,2016-07-03,0.00,25.00,-2.00,-5.00,5.00,0.00,-1.00,10.00,-3.00,-3.00,-4.00,-1.00,160.00,19.00,-1.00,11.00,-2.00,-2.00,-2.00,-7.00
1445,2016-07-03,0.00,25.00,-2.00,-5.00,5.00,0.00,-1.00,10.00,-3.00,-3.00,-4.00,-1.00,160.00,19.00,-1.00,11.00,-2.00,-2.00,-2.00,-7.00
1553,2016-07-04,-1.00,-2.00,7.00,-1.00,4.00,-1.00,-6.00,-1.00,-5.00,-4.00,-2.00,-4.00,-1.00,-1.00,-5.00,-8.00,-4.00,-3.00,-6.00,7.00
1445,2016-07-04,-1.00,-2.00,7.00,-1.00,4.00,-1.00,-6.00,-1.00,-5.00,-4.00,-2.00,-4.00,-1.00,-1.00,-5.00,-8.00,-4.00,-3.00,-6.00,7.00
1553,2016-07-05,150.00,134.00,150.00,36.00,10.00,156.00,15.00,30.00,170.00,387.00,231.00,1440,185.00,1440,133.00,12.00,35.00,14.00,36.00,67.00
1810,2016-07-05,150.00,134.00,150.00,36.00,10.00,156.00,15.00,30.00,170.00,387.00,231.00,1440,185.00,1440,133.00,12.00,35.00,14.00,36.00,67.00
1445,2016-07-05,150.00,134.00,150.00,36.00,10.00,156.00,15.00,30.00,170.00,387.00,231.00,1440,185.00,1440,133.00,12.00,35.00,14.00,36.00,67.00
1553,2016-07-06,1.00,20.00,86.00,234.00,34.00,130.00,83.00,166.00,174.00,82.00,201.00,83.00,93.00,64.00,86.00,103.00,38.00,85.00,4.00,-1.00
1810,2016-07-06,1.00,20.00,86.00,234.00,34.00,130.00,83.00,166.00,174.00,82.00,201.00,83.00,93.00,64.00,86.00,103.00,38.00,85.00,4.00,-1.00
1445,2016-07-06,1.00,20.00,86.00,234.00,34.00,130.00,83.00,166.00,174.00,82.00,201.00,83.00,93.00,64.00,86.00,103.00,38.00,85.00,4.00,-1.00
1553,2016-07-07,-3.00,-2.00,-3.00,6.00,0.00,8.00,0.00,0.00,0.00,5.00,0.00,168.00,79.00,9.00,-1.00,-1.00,0.00,-5.00,0.00,7.00
1810,2016-07-07,-3.00,-2.00,-3.00,6.00,0.00,8.00,0.00,0.00,0.00,5.00,0.00,168.00,79.00,9.00,-1.00,-1.00,0.00,-5.00,0.00,7.00
1445,2016-07-07,-3.00,-2.00,-3.00,6.00,0.00,8.00,0.00,0.00,0.00,5.00,0.00,168.00,79.00,9.00,-1.00,-1.00,0.00,-5.00,0.00,7.00
1553,2016-07-08,-3.00,293.00,-2.00,-1.00,-4.00,-3.00,15.00,-1.00,2.00,53.00,-1.00,97.00,2.00,21.00,-3.00,-7.00,-3.00,-5.00,-2.00,-2.00
1810,2016-07-08,-3.00,293.00,-2.00,-1.00,-4.00,-3.00,15.00,-1.00,2.00,53.00,-1.00,97.00,2.00,21.00,-3.00,-7.00,-3.00,-5.00,-2.00,-2.00
1445,2016-07-08,-3.00,293.00,-2.00,-1.00,-4.00,-3.00,15.00,-1.00,2.00,53.00,-1.00,97.00,2.00,21.00,-3.00,-7.00,-3.00,-5.00,-2.00,-2.00
1553,2016-07-09,0.00,0.00,9.00,-2.00,-1.00,-3.00,0.00,-2.00,-5.00,-3.00,-7.00,-2.00,-2.00,-2.00,-2.00,15.00,-10.00,-2.00,-2.00,0.00
1810,2016-07-09,0.00,0.00,9.00,-2.00,-1.00,-3.00,0.00,-2.00,-5.00,-3.00,-7.00,-2.00,-2.00,-2.00,-2.00,15.00,-10.00,-2.00,-2.00,0.00
1553,2016-07-10,1.00,-2.00,1.00,-3.00,-1.00,-2.00,-1.00,0.00,-3.00,-5.00,-1.00,-4.00,37.00,-4.00,61.00,-1.00,151.00,2.00,-5.00,15.00
1810,2016-07-10,1.00,-2.00,1.00,-3.00,-1.00,-2.00,-1.00,0.00,-3.00,-5.00,-1.00,-4.00,37.00,-4.00,61.00,-1.00,151.00,2.00,-5.00,15.00
1445,2016-07-10,1.00,-2.00,1.00,-3.00,-1.00,-2.00,-1.00,0.00,-3.00,-5.00,-1.00,-4.00,37.00,-4.00,61.00,-1.00,151.00,2.00,-5.00,15.00
1553,2016-07-11,-2.00,-6.00,-2.00,-2.00,-2.00,-4.00,-5.00,-2.00,21.00,12.00,-2.00,-1.00,-6.00,-2.00,-9.00,-4.00,1.00,-2.00,69.00,10.00
1810,2016-07-11,-2.00,-6.00,-2.00,-2.00,-2.00,-4.00,-5.00,-2.00,21.00,12.00,-2.00,-1.00,-6.00,-2.00,-9.00,-4.00,1.00,-2.00,69.00,10.00
1445,2016-07-11,-2.00,-6.00,-2.00,-2.00,-2.00,-4.00,-5.00,-2.00,21.00,12.00,-2.00,-1.00,-6.00,-2.00,-9.00,-4.00,1.00,-2.00,69.00,10.00
1553,2016-07-12,0.00,-4.00,-8.00,-2.00,-3.00,0.00,0.00,0.00,-5.00,-3.00,-2.00,99.00,25.00,-3.00,5.00,-1.00,0.00,-2.00,-2.00,-1.00
1810,2016-07-12,0.00,-4.00,-8.00,-2.00,-3.00,0.00,0.00,0.00,-5.00,-3.00,-2.00,99.00,25.00,-3.00,5.00,-1.00,0.00,-2.00,-2.00,-1.00
1445,2016-07-12,0.00,-4.00,-8.00,-2.00,-3.00,0.00,0.00,0.00,-5.00,-3.00,-2.00,99.00,25.00,-3.00,5.00,-1.00,0.00,-2.00,-2.00,-1.00
1553,2016-07-13,3.00,-2.00,140.00,-6.00,-4.00,-4.00,-3.00,-3.00,-2.00,8.00,26.00,-5.00,-2.00,-3.00,-3.00,0.00,-1.00,11.00,-3.00,1.00
